country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Austria,"Straitlaced and fresh, this is a simple but effective wine with zesty acidity cushioned by a fuller body. This one is a real all-rounder with a lovely clean lemon peel finish.",Dornleiten,89,29.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Nigl 2013 Dornleiten Riesling (Kremstal),Riesling,Nigl
US,"Bruce McGuire makes a strong case for the potential of Petit Verdot—a variety not often bottled on its own—in the Santa Ynez Valley. Baked blackberry, licorice and cocoa scents show on the playful nose, while black cherry, cocoa dust, cardamom and anise flavors light up the palate.",Curtis Vineyards,91,30.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara Winery 2013 Curtis Vineyards Petit Verdot (Santa Ynez Valley),Petit Verdot,Santa Barbara Winery
France,The enticing tartness of red and green apples dominates the appetizing nose. These crisp notes are heightened by a very lively frothing mousse on a light dry palate that shows both autolysis and freshness. The finish is lip-smacking and very refreshing and has a lasting hint of yeast.,Blanc,89,20.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Specht NV Blanc Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Specht
Portugal,"Aged for a year in oak, this is a rich, smooth and densely textured wine. Full of black fruits, the wine comes from a vineyard facing north across the Douro river. This impressive Reserva is still developing and should be ready from 2018.",Quinta dos Aciprestes Reserva,92,25.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2014 Quinta dos Aciprestes Reserva Red (Douro),Portuguese Red,Real Companhia Velha
Australia,"This is an impressively endowed wine, but one that will have to rely on age for its complexity. Right now, its fruit (blackberries and cassis) is a bit simple upfront, then adds crisp acidity and firm tannins on the finish. Try in 2010.",D Block Reserve,90,50.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Shingleback 2005 D Block Reserve Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Shingleback
France,"A Merlot-dominated wine, this is light in texture, with fresh black currants and a stalky background. It is ready to drink.",,85,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Exem 2013  Bordeaux,Bordeaux-style Red Blend,Exem
US,"Hooray! A terrific Zin that doesn’t cost an arm and a leg. It’s loaded with personality, with quintessential aromas and flavors of wild berries and spices, and added complexities of roasted coffeebean, anise and white chocolate. Best Buy.",,88,15.0,California,Sonoma Valley,Sonoma,,,Valley of the Moon 1997 Zinfandel (Sonoma Valley),Zinfandel,Valley of the Moon
US,"This Syrah is overripe. It has a taste of raisins and prunes­—a baked, Porty quality—like the grapes had been grilled before being made into wine.",,81,25.0,California,Santa Barbara County,Central Coast,,,Paredon 2007 Syrah (Santa Barbara County),Syrah,Paredon
Italy,"This has a balsamic nose of menthol, eucalyptus, new leather and chopped herb. On the palate, vibrant white pepper and licorice notes accent a core of Morello cherry and crushed raspberry fruit. It has a backbone of firm, polished tannins and bright acidity and will only improve over next decade.",,92,34.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Poggio alla Sala 2013  Vino Nobile di Montepulciano,Red Blend,Poggio alla Sala
Portugal,"There is a light prickle on the palate of this Alvarinho-Trajadura blend, giving lift to the just off-dry peach and orange zest flavors. It's an attractive, fruity wine to drink now.",Grande Escolha,86,14.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2014 Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Lixa
Italy,"Here is a beautiful Chardonnay from the cool climate of Northern Italy that shows vibrant tones of citrus, tangerine skin, white almond and honeydew melon. What sets it apart is the zesty freshness of the mouthfeel and the wine's crisp acidity.",Ateyon,89,35.0,Northeastern Italy,Vigneti delle Dolomiti,,,,Loacker 2010 Ateyon Chardonnay (Vigneti delle Dolomiti),Chardonnay,Loacker
US,"Surprisingly rich and nuanced for such an inexpensive wine, it has balanced aromas and flavors of blackberries, pepper and earth. Has the finesse and complexity of red wines costing a lot more. —S.H.",Collage - Zinfandel/Shiraz,87,9.0,California,California,California Other,,,Kendall-Jackson 1999 Collage - Zinfandel/Shiraz Red (California),Red Blend,Kendall-Jackson
US,"Dark, earthy aromas of soy or fruitcake pick up cherry flavors on the palate. While it's supple and mature, it's also the most alive of the three wines from the '80s, showing a lively, fresh finish.",Cherryblock,89,170.0,California,Sonoma Valley,Sonoma,,,Sebastiani 1987 Cherryblock Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani
France,"Young Cabernet Sauvignon vines are blended with older Merlot in this second wine of Léoville las Cases. That gives a wine which is warm, ripe and structured. It does have concentration while also having great freshness and a crisp aftertaste. Drink from 2022.",Le Petit Lion,92,33.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2014 Le Petit Lion  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
Italy,"Lime and green apples on the nose, with a floral note as well. It's medium-bodied, featuring a sharp, citrusy edge to the finish.",Tre Venezie,84,7.0,Northeastern Italy,Delle Venezie,,Joe Czerwinski,@JoeCz,Bella Sera 2002 Tre Venezie Pinot Grigio (Delle Venezie),Pinot Grigio,Bella Sera
US,"Simple, soft, and slightly sweet, with the flavors of canned peaches, pears and apricots.",,81,9.0,California,California,California Other,,,Leaping Horse 2006 Chardonnay (California),Chardonnay,Leaping Horse
France,"With over 50% Pinot Noir in the blend, this rich, dry wine is ripe at the same time. Apples and bitter oranges fill out the fruitiness, giving a crisp, taut while ripe aftertaste. This is the standard nonvintage Champagne from Boizel.",Brut Réserve,89,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Boizel NV Brut Réserve  (Champagne),Champagne Blend,Boizel
US,"A single-vineyard wine (though not labeled as such), this was barrel-fermented in neutral French oak and bottled after about four months. Honey and toast are delicate nuances; the minerality and pure expressions of lime and kiwi fruit are at the core. This has excellent grip and medium-term aging potential.",,93,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2011 Viognier (Columbia Valley (WA)),Viognier,K Vintners
US,"A good wine to drink now for its sweet, ripe berry and mocha flavors and smoky coat of oak. It has smooth tannins and a spicy finish. Give it a good decant to let it breathe for a few hours.",,87,40.0,California,Napa Valley,Napa,,,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mount Veeder
US,"This wine brings aromas of caramel, blue fruit, barrel spice and herb that are followed by elegantly styled fruit flavors and gritty tannins, with a light bitter note that distracts.",Reserve,87,40.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Mercer 2014 Reserve Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Mercer
US,"From a hilltop location near the ocean-influenced town of Freestone, this wine is silky in plum and dark cherry, a hint of mushroomed earth doing its best to come out. Robust on the palate, juicy berry fruit satisfies, finishing thick and rich.",Rayhill Vineyard,88,60.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Landmark 2012 Rayhill Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Landmark
Australia,"Yes, a certain amount of acidity is desirable in Australian Riesling, but this one is exceedingly lean and crisp. Perhaps it will blossom with age, but for now it is simply intensely citrusy and rather skinny. Pair it with oysters, or put it in a cool dark place and hope for the best.",Grand Barossa,85,16.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Château Tanunda 2010 Grand Barossa Riesling (Barossa),Riesling,Château Tanunda
US,"Root beer, red cherries, cola and graphite aromas show on this wine from Olson Ranch made by Gina Gallo. There is a tremendous, atypical amount of grip on the palate, which offers solid flavors of citrusy, tart cranberry and long ringing acidity. The texture is a tad distracting but may mellow with age.",Signature Series,86,35.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Gallo Signature Series 2013 Signature Series Pinot Noir (Santa Lucia Highlands),Pinot Noir,Gallo Signature Series
US,"Longtime value producer Firesteed has another winner. This pretty Pinot shows excellent ripeness and full-bodied fruit flavor, thanks to the southern-Oregon components. Strawberries and tart raspberries come through cleanly, with a touch of cola in the aftertaste.",,88,17.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Firesteed 2013 Pinot Noir (Oregon),Pinot Noir,Firesteed
US,"This is a soft, earthy wine, with dried herb and currant flavors. It comes down on the subtle side, with a bit of oak influence adding richness to the wine's otherwise dry texture. Drink soon.",,87,55.0,California,Napa Valley,Napa,,,Faust 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Faust
Spain,"Coffee grinds, raisin and baked aromas suggest overripeness. This is heavy, broad and a bit clumsy on the palate. Berry and prune flavors are solid but not overly fresh, while the finish is full and raisiny as it improves over time.",Negre,87,22.0,Catalonia,Montsant,,Michael Schachner,@wineschach,Jaspi 2011 Negre Red (Montsant),Red Blend,Jaspi
Italy,Madonna del Piano Riserva's rich elements of barbecue smoke and spice add background nuances to black fruit and mature cherry. But what really sets this Brunello apart is the smoothness of its silky texture.,Madonna del Piano Riserva,93,,Tuscany,Brunello di Montalcino,,,,Valdicava 2005 Madonna del Piano Riserva  (Brunello di Montalcino),Sangiovese Grosso,Valdicava
Argentina,"Basic Torrontés aromas of citrus, greens and saline water greet you. The wine is light-framed and rings and zings on the palate. Lemon and green apple share the palate before lime rises up on the finish. A bit clanky but gets the job done when chilled down.",,84,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Avenue 2007 Torrontés (Mendoza),Torrontés,Avenue
France,"Good smoky wood aromas augur a medium-weight wine with attractive black fruits and light tannins. It's attractive, with fresh acidity on the finish.",,89,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Siran 2008  Margaux,Bordeaux-style Red Blend,Château Siran
US,"Lane Tanner makes sexy wines. You're not supposed to say so, but there it is. This wine brings to mind silk and velvet. Something about it shimmers. It's also delicious, so full of opulent berry fruit you want to swirl it around your mouth forever before you swallow. Fortunately, you can always take another sip. Editors' Choice.",Bien Nacido Vineyard,91,28.0,California,Santa Maria Valley,Central Coast,,,Lane Tanner 2000 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Lane Tanner
France,"This blend of Chenin Blanc and Chardonnay is immediately attractive. With its balanced acidity and lightly crisp texture, it finishes with a lively sliced apple flavor. Drink now.",Signature Brut,85,14.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Bouvet-Ladubay NV Signature Brut Chenin Blanc-Chardonnay (Vin Mousseux),Chenin Blanc-Chardonnay,Bouvet-Ladubay
France,"This is a lightly fruity wine with attractive acidity and citrus and apricot flavors. It is light and lively, fresh and crisp. There is a just a touch of spice and pepper at the end. Drink now.",Brigue Vin de Provence,84,10.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château de Brigue 2016 Brigue Vin de Provence Rosé (Côtes de Provence),Rosé,Château de Brigue
US,"Dense and meaty like a baked purple leather pouch, this is tightly tannic, with a lift of acidity on the midpalate and a hint of violet struggling to get out. It's an interesting wine; give it 3–5 years in the cellar or drink now with red meat.",Ghielmetti Vineyard,89,50.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Steven Kent 2008 Ghielmetti Vineyard Petit Verdot (Livermore Valley),Petit Verdot,Steven Kent
US,"The estate-grown, Dijon clone fruit is bursting with flavors of grapefruit, pineapple and Meyer lemon. Barrel fermentation rounds it out a bit and adds suggestions of nut oil to the finish. The relatively low alcohol keeps the acids up and suggests that this is one that could age well up to 2025.",Heirloom Cameo,91,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amalie Robert 2011 Heirloom Cameo Chardonnay (Willamette Valley),Chardonnay,Amalie Robert
US,"Barrel fermented and left on the lees for 10 months, this fruity, fleshy, creamy wine tastes of citrus (oranges) and tropical (banana) fruits, and still shows the unresolved tannins from the barrels. It's slightly bitter as a result, and will profit from additional bottle age or decanting.",,86,16.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Wiliam Augustus 2009 Viognier-Marsanne (Rogue Valley),Viognier-Marsanne,Wiliam Augustus
Italy,"This is a straightforward but enjoyable selection, with black cherry aromas and whiffs of bitter almond that carry over to palate alongside a hint of black pepper. Enjoy this with savory pastas.",Le Poesie,86,,Veneto,Valpolicella Ripasso,,Kerin O’Keefe,@kerinokeefe,Cantina di Soave 2011 Le Poesie  (Valpolicella Ripasso),Red Blend,Cantina di Soave
Austria,"Hints of fresh and dried white currant chart their course along a fault line of freshness. This Zierfandler, a real Austrian rarity, is a lip-smacking wine of great personality. The palate is both slender and generous. Savor this slowly and wisely.",Satzing,91,40.0,Thermenregion,,,Anne Krebiehl MW,@AnneInVino,Johanneshof Reinisch 2015 Satzing Zierfandler (Thermenregion),Zierfandler,Johanneshof Reinisch
US,"This is 100% Zinfandel, unlike the regular bottling, from specially selected barrels. 300 cases made. There's concentrated raspberry fruit in the nose, good intensity on the palate, with a good, rich mouthfeel and full, soft tannins in the finish.",Winemaker's Reserve,89,25.0,California,Dry Creek Valley,Sonoma,Paul Gregutt,@paulgwine ,Château Souverain 1998 Winemaker's Reserve Zinfandel (Dry Creek Valley),Zinfandel,Château Souverain
US,"The Zephyr Ridge vineyard provides the fruit for this brambly Petite Sirah. It was aged for 22 months in American oak, and has that roughshod character, a mix of wild berry, garrigue and clean earth.",,86,20.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Thurston Wolfe 2008 Petite Sirah (Horse Heaven Hills),Petite Sirah,Thurston Wolfe
US,"A mixture of blueberry, cranberry and iron are upfront on the nose. An extremely fruit forward wine, the palate is reminiscent of Concord grape juice. With 40 g/L residual sugar and a lean body, the finish is short and sweet.",,82,16.0,Virginia,Virginia,,Carrie Dykes,,James River 2014 Chambourcin (Virginia),Chambourcin,James River
Argentina,"This is jammy and bulky from the get-go, with heavy fruit aromas leading to a saturated, dense palate that feels thick. Baked, blackened flavors of sweet blackberry, chocolate and mocha mark the palate.",Phebus,87,12.0,Other,Patagonia,,Michael Schachner,@wineschach,Fabre Montmayou 2010 Phebus Malbec (Patagonia),Malbec,Fabre Montmayou
US,"This 100% Petite Sirah is very, very sweet. When the palate experiences this much concentrated brown sugar and caramel, it exults. The problem is that sweetness is pretty much all there is. You'll find blackberry jam and chocolate.",Royal Escort Paladini Vineyard,86,72.0,California,Napa Valley,Napa,,,Prager 2007 Royal Escort Paladini Vineyard Port (Napa Valley),Port,Prager
US,"A Meritage that's 50% Cabernet Sauvignon, 50% Merlot, this wine is all leathery pouch—still chewy but with lots of well-intentioned structure and big blackberry flavor.",,88,40.0,California,Mendocino,,Virginie Boone,@vboone,Dogwood 2007 Meritage (Mendocino),Meritage,Dogwood
Italy,"Intensely floral aromas of violet, iris and rose emerge in the glass along with a whiff of dark-skinned berry. The savory palate offers juicy wild cherry, raspberry, cinnamon, mint and clove while mineral and licorice notes wrap around the finish. Close-grained tannins provide the firm framework.",Cavanera Covo delle Coturnie,91,35.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Firriato 2012 Cavanera Covo delle Coturnie  (Etna),Red Blend,Firriato
Austria,"Sumptuous red cherry, wrapped in velvety structure, presents a ripe and rounded Pinot Noir with earthy, autumnal edges. It offers lovely balance and constant glimpses of red fruit, oaky spice and soft yet crunchy midpalate mouthfeel. This will benefit from holding 2016–2017 in bottle.",Reserve,92,21.0,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Markowitsch 2012 Reserve Pinot Noir (Carnuntum),Pinot Noir,Markowitsch
US,"With just over 75% of the fruit coming from Seven Hills and the rest from the winery's young Ferguson vineyard, this wine offers a lot of enjoyment. Aromas suggest herb, cocoa, mineral and an assortment of blue fruit. The flavors are simultaneously luscious yet restrained, backed by firm tannins that should benefit from additional time in the bottle.",Estate Grown,91,37.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2012 Estate Grown Merlot (Walla Walla Valley (WA)),Merlot,L'Ecole No. 41
Italy,"Aromas of blackberry, spicy plum, grilled herb, Mediterranean scrub and a whiff of pencil shavings lead the nose on this polished wine. The savory palate offers juicy plum, black cherry, clove and white pepper alongside supple, buffed tannins that generate a smooth mouth texture. Drink through 2017.",,90,35.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Podere San Cristoforo 2012 Petit Verdot (Toscana),Petit Verdot,Podere San Cristoforo
Italy,"A blend of 95% Carignano 5% Bovale Sardo, this savory wine offers aromas of black currant, coffee, cooking spice and chopped herb. The firm palate delivers blackberry, baking spice and a hint of licorice alongside velvety tannins.",Is Solinas,91,40.0,Sicily & Sardinia,Isola dei Nuraghi,,Kerin O’Keefe,@kerinokeefe,Argiolas 2011 Is Solinas Red (Isola dei Nuraghi),Red Blend,Argiolas
Italy,"Made from Cabernet Sauvignon and Cabernet Franc, this soft wine opens with aromas of ripe red berries, plum, blue flower and toasted oak. The palate offers fleshy black cherry accented with notes of coffee and chocolate accompanying round tannins. It's already extremely accessible so enjoy soon.",Aska,89,34.0,Tuscany,Bolgheri,,Kerin O’Keefe,@kerinokeefe,Banfi 2011 Aska  (Bolgheri),Red Blend,Banfi
Italy,"Made with 60% Sangiovese and 40% Montepulciano, this opens with subdued aromas of woodland berry and pomegranate. The fresh easygoing palate offers raspberry, sour cherry and a hint of cedar alongside pliant tannins. Drink soon.",Sidus,86,20.0,Tuscany,Montecucco,,Kerin O’Keefe,@kerinokeefe,Pianirossi 2014 Sidus  (Montecucco),Red Blend,Pianirossi
Italy,"There's a solid oak presence here in the form of chocolate, espresso and spice as well as distinctive tones that recall barbecue sauce, hickory and smoke. You'll get chewy cherry and sweet blackberry flavors in the mouth as well as thick tannins on the close.",Ugolino,90,60.0,Central Italy,Sagrantino di Montefalco,,,,Terre de Trinci 2001 Ugolino  (Sagrantino di Montefalco),Sagrantino,Terre de Trinci
New Zealand,"This is clearly labeled as ""Certified Sustainable,"" although, to be fair, a lot of other New Zealand wines are also sustainably produced. Once past the labeling, 's a light- to medium-bodied wine, with slightly vegetal notes of nettles and garden peas that add nuance to refreshing citrus flavors.",Three Brooms Single Vineyard Certified Sustainable,89,17.0,Marlborough,,,Joe Czerwinski,@JoeCz,Barker's Marque 2014 Three Brooms Single Vineyard Certified Sustainable Sauvignon Blanc (Marlborough),Sauvignon Blanc,Barker's Marque
US,"Golden hay in color, this clonal exploration imparts light-bodied peach, graham cracker and orange flavors, the latter showing prominently on the nose. Bright acidity keeps it youthfully refreshing, with both body and weight in balance.",Sangiacomo Green Acres Dijon Clone 809,90,48.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Saintsbury 2015 Sangiacomo Green Acres Dijon Clone 809 Chardonnay (Carneros),Chardonnay,Saintsbury
US,"The 2010 Widowmaker shows a bit more fruit, less funk than usual. It's a pleasing mix of berries, cherries, plums and figs, along with clean earth, green tea and a hint of chocolate. The tannins are smooth and the flavors linger gracefully and slowly fade through the finish.",The Widowmaker En Chamberlin Vineyard,93,85.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cayuse 2010 The Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Cayuse
US,"Spicy and fruity, this has notes of raspberry and cola, with a brisk, full-bodied mouthfeel. It's easy to drink with pasta or barbecue.",,85,16.0,California,North Coast,North Coast,,,Sledgehammer 2009 Zinfandel (North Coast),Zinfandel,Sledgehammer
US,"This is an easy-gulping, light wine with fruity aromas, nice cherry and raspberry flavors, medium body and a soft mouthfeel.",Sister Angela,85,15.0,California,California,California Other,Jim Gordon,@gordone_cellars,Benaddiction 2013 Sister Angela Cabernet Sauvignon (California),Cabernet Sauvignon,Benaddiction
France,"With great green plum, gooseberry and pink grapefruit flavors, this is a delicious fruit salad of a wine. It has lively acidity, a bright texture and an attractive tangy feel. It's ready for drinking now.",Les Hauts de Bel-Air,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Maison Sichel 2012 Les Hauts de Bel-Air  (Bordeaux Blanc),Bordeaux-style White Blend,Maison Sichel
France,"This is Pehu-Simonet's contrast with its Blanc de Noirs from the Montagne de Reims. It has the same dryness as that wine, but it features a more open character. There is, of course, minerality imparted from the chalk soil, which is balanced deliciously with an intense citrus flavor. Age for another year in bottle.",Blanc de Blancs Grand Cru Brut,93,72.0,Champagne,Champagne,,Roger Voss,@vossroger,Pehu-Simonet NV Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,Pehu-Simonet
US,"There is much to like about the youthful vibrancy of this wine from Texas-raised Ryan Roark. It packs bright and fruity raspberry, pomegranate, hibiscus and crushed violet aromas on the nose. The refreshing palate pairs snappy raspberry fruit with fennel pollen and eucalyptus touches.",Burning Creek Ranch,93,72.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Roark Wine Co. 2015 Burning Creek Ranch Pinot Noir (Sta. Rita Hills),Pinot Noir,Roark Wine Co.
US,"This beauty of a sweet wine has a perfume like jasmine and honeysuckle blossoms and flavors like Anjou pears and lychees. It's very ripe, succulent and almost thick on the palate, but far from simply syrupy. The exotic flavors expand with each sip, and linger a long time on the finish.",Un Doux Baiser Late Harvest,93,28.0,California,Clear Lake,,Jim Gordon,@gordone_cellars,Mt. Konocti Winery 2016 Un Doux Baiser Late Harvest Muscat Canelli (Clear Lake),Muscat Canelli,Mt. Konocti Winery
US,"Gifford Hirlinger's Stateline Red is perhaps the least-known best-value wine in the Walla Walla AVA. The blend changes radically from year to year—this is 83% Cabernet with splashes of Malbec, Tinta Cão, Tempranillo and Petit Verdot. Focused and concentrated, it has a streak of orange and cherry liqueur, and yummy highlights of coffee cake.",Stateline Red,91,16.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gifford Hirlinger 2009 Stateline Red Red (Walla Walla Valley (WA)),Red Blend,Gifford Hirlinger
Italy,"Full-bodied and refined, this offers aromas of mature plum, vanilla, exotic spice and French oak. The firm palate delivers dried cherry, black raspberry, chopped herb, licorice, ground pepper and mineral alongside tightly knit, fine-grained tannins. It's an impressive effort for this scorching vintage. Let the tannins unwind for another few years then enjoy sooner rather than later.",Cepparello,92,80.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Isole e Olena 2011 Cepparello Sangiovese (Toscana),Sangiovese,Isole e Olena
France,"A firmly structured wine, revealing all the Malbec tannic character. The extra year's aging has rounded the wine, filling it out with black tarry fruit. It is firm and dense, with good richness.",Clos Triguedina Baldès,88,,Southwest France,Cahors,,Roger Voss,@vossroger,Jean-Luc Baldès 2008 Clos Triguedina Baldès Red (Cahors),Red Blend,Jean-Luc Baldès
France,"The aromas and flavors of new wood are dominant in this soft, ripe wine. It has opulent black-plum fruit that shows through the wood influence. A touch of smokiness adds spice.",,86,45.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Moulin de Canhaut 2009  Médoc,Bordeaux-style Red Blend,Château Moulin de Canhaut
Spain,"Raisin and kirsch aromas are soft and rich, settling on strawberry and spice notes. The palate is lifted by firm acidity and solid tannins, while the wine's core flavors of raspberry, plum and herb serve it well. It finishes warm and sweet tasting, with licorice and molasses flavors that are tempered by a baking spice note.",,89,70.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Terrazas del Moncayo 2009 Garnacha (Campo de Borja),Garnacha,Terrazas del Moncayo
France,"The wine is already attractively balanced with black currant and berry fruits well integrated into the firm tannins. As the wine develops, it will have spice and ripe fruits, topped with crisp acidity. Drink from 2018.",Grande Sélection,88,19.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Penin 2014 Grande Sélection  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Penin
US,An earthy vein in the aromas and flavors keeps this wine from being a classic. Nonetheless it has ripe fruit flavors and a relatively smooth texture in spite of the variety's typical firm tannins.,Estate,86,14.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Dancing Coyote 2012 Estate Petite Sirah (Clarksburg),Petite Sirah,Dancing Coyote
Spain,"Smells like grapey berry fruits and violets. Feels clampy and tannic, with a rubbery mouthfeel and oaky, slightly green flavors of blueberry and black currant. Grainy and grabby on the finish.",,83,11.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Sinfonía 2010 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Sinfonía
US,"Too oaky, with toothpicky vanilla and caramel flavors swamping the underlying fruit. Too bad, because the basic wine is nice and crisp in pineapples.",Rosella's Vineyard,85,28.0,California,Santa Lucia Highlands,Central Coast,,,Novy 2009 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Novy
Argentina,"A lusty value made right. The nose issues black cherry, cough drop and cassis aromas. It's concentrated and balanced, while flavors of black cherry and cassis follow the nose. A mild tannic burn and chocolate on the finish tell you it's good and can go with any meat, from burgers to a quality steak or roast.",Reserve,90,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trivento 2009 Reserve Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trivento
US,"The 2005 vintage was kind to this wine, grown in the warmer, northerly Middle Reach section of the valley. While lacking the depth of the 2002 and 2003, it shows flavorful black currants, cherries and root beer, with a peppery finish. The tannins are rich and fine. Small additions of Zin, Malbec, Petite Sirah and other red varieties add complexity.",DaKine Vineyard,89,45.0,California,Russian River Valley,Sonoma,,,Longboard 2005 DaKine Vineyard Syrah (Russian River Valley),Syrah,Longboard
Spain,"Briny, pickled aromas come with hints of citrus and flower blossom. This fast-aging Albariño is melony in feel, but it lacks the variety's patented kick and acidity. As a result, peach and apricot flavors are fleshy and chunky.",Columna,84,17.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Compañia de Vinos del Atlántico 2013 Columna Albariño (Rías Baixas),Albariño,Compañia de Vinos del Atlántico
US,"A plush texture and mild fruit flavors make this easy to drink and enjoy. It's rather light bodied, showing spicy, oaky aromas plus soft plum and berry flavors. Just enough acidity and tannin give a satisfying bite.",Small Lot Offering,87,50.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Steven Kent 2011 Small Lot Offering Cabernet Franc (Livermore Valley),Cabernet Franc,Steven Kent
Spain,"What's up with this once proud value leader? Wines of character and balance used to be the norm (circa 2001-2002) but now Rívola has devolved into an herbal, green wine with difficult aromas and vegetal flavors. The mix is 60% Cabernet Sauvignon and 40% Tempranillo.",Rívola,81,17.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Abadia Retuerta 2004 Rívola Cabernet Sauvignon-Tempranillo (Vino de la Tierra de Castilla y León),Cabernet Sauvignon-Tempranillo,Abadia Retuerta
US,"Though a tad funky at first, this wine's nose leans toward tropical but not heavily so. Aromas convey cut lemongrass, lime candy, pineapple guava skins and a lean stone character. It's also grassy on the palate, with tight lemon juice acidity and a nectarine finish.",La Presa Vineyard,88,36.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Ibarra 2012 La Presa Vineyard Chardonnay (Santa Ynez Valley),Chardonnay,Ibarra
France,"A fruity wine that's laced with wood, this is smooth and lightly tannic. The red and black berry fruits are at the fore, supported by a toast character and lifting acidity Age for 1–2 years, but the wine is drinkable now.",,86,12.0,Southwest France,Bergerac,,Roger Voss,@vossroger,Château de la Jaubertie 2010 Red (Bergerac),Bordeaux-style Red Blend,Château de la Jaubertie
Argentina,"A full wine with smoked meat, licorice and black-fruit jam aromas. The palate is healthy, snappy and tannic, with earthy, full-blast berry flavors that veer toward sweet raisin and syrup but then pull back before falling off the cliff. Saturated, dense and raisiny, but still very rich, real and rewarding.",Andes,89,17.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Argie 2007 Andes Bonarda (Mendoza),Bonarda,Argie
